Johan Larsson,ARI,1993-10-20,1000.0,LW,52,8,6,34,77
Scott Laughton,PHI,1995-10-20,1000.0,C,53,9,11,34,141
Jeremy Lauzon,BOS,1998-10-19,1000.0,D,41,1,7,53,98
Curtis Lazar,BUF,1996-10-19,1000.0,C,33,5,4,16,64
Nick Leddy,NYI,1992-10-20,1000.0,D,56,2,29,54,58
Artturi Lehkonen,MTL,1996-10-19,1000.0,LW,47,7,6,23,85
Mikko Lehtonen,TOT,1994-10-20,1000.0,D,26,0,6,15,30
Josh Leivo,CGY,1994-10-20,1000.0,LW,38,6,3,2,33
Brendan Lemieux,TOT,1997-10-19,1000.0,LW,49,4,7,26,109
Brendan Lemieux,NYR,1997-10-19,1000.0,LW,31,2,5,14,65
John Leonard,SJS,1999-10-19,1000.0,LW,44,3,10,17,25
Kris Letang,PIT,1988-10-21,1000.0,D,55,7,38,65,92
Trevor Lewis,WPG,1987-10-22,1000.0,C,56,5,5,22,71
Oskar Lindblom,PHI,1997-10-19,1000.0,LW,50,8,6,24,43
